test_id,q1_degree,q2_degree,intersection_count
207232,3,2,0
207233,3,2,1
207237,2,1,0
207241,3,3,0
207267,1,1,0
207270,1,1,0
207275,2,1,0
207296,1,1,0
207298,1,2,0
207302,1,1,0
207315,1,1,0
207319,1,1,0
207329,1,1,0
207331,1,1,0
207336,1,3,0
207338,1,1,0
207343,2,1,0
207346,2,1,0
207353,4,1,0
241079,4,1,0
207360,2,1,0
207376,1,2,0
207378,2,2,1
207380,1,1,0
207385,1,3,0
207386,2,1,0
207387,1,1,0
207394,1,15,0
305565,3,15,2
207404,1,1,0
207414,1,1,0
207423,1,1,0
207426,1,2,0
207434,1,1,0
207435,1,1,0
207441,1,1,0
207444,2,1,0
207448,3,2,0
207453,1,2,0
207460,1,8,0
207477,1,1,0
207501,2,2,0
207505,1,1,0
207507,2,1,0
207519,1,2,0
207526,2,2,1
207531,3,1,0
382432,3,1,0
207538,3,1,0
280910,3,1,0
207543,3,2,1
207549,1,1,0
207551,1,2,0
207558,1,1,0
207562,8,4,0
207570,1,2,0
207575,2,1,0
207583,1,1,0
207584,2,1,0
384484,2,1,0
207588,1,1,0
207593,1,1,0
207600,3,2,0
207605,1,1,0
207618,1,1,0
207620,1,1,0
207623,1,1,0
207634,2,2,1
207645,1,3,0
207647,1,1,0
207648,4,2,0
207650,1,1,0
207653,1,1,0
207660,23,26,18
207664,1,1,0
207675,7,7,6
229966,7,9,5
374935,9,9,5
326947,7,7,5
207681,1,1,0
207697,1,2,0
207710,3,3,2
207713,1,2,0
207715,1,1,0
207724,1,1,0
207725,2,2,1
207726,1,1,0
207735,1,2,0
207742,1,2,0
207745,2,1,0
207750,4,1,0
207754,2,1,0
207764,1,1,0
207766,1,1,0
207770,1,1,0
207782,1,1,0
207783,6,3,1
207794,4,4,3
207798,4,2,0
207804,1,1,0
207805,1,1,0
207811,1,1,0
207826,1,1,0
207837,1,2,0
207847,1,1,0
207851,1,1,0
207857,11,14,10
207858,1,1,0
207862,7,7,5
306629,7,9,5
207863,1,1,0
207876,1,1,0
207878,1,1,0
207886,4,4,3
279882,4,3,2
207887,1,1,0
207900,1,3,0
207910,1,2,0
207916,2,1,0
207921,1,1,0
207923,2,1,0
207932,1,1,0
207950,2,1,0
207955,1,1,0
207961,3,5,2
207967,1,1,0
207969,2,1,0
207985,1,1,0
207997,1,3,0
207998,2,2,1
208005,1,1,0
208010,1,1,0
208018,2,2,0
208020,1,1,0
208032,3,1,0
208043,2,1,0
208066,2,1,0
208070,1,1,0
208081,3,2,0
335677,3,2,0
208084,2,3,0
208087,2,3,1
208088,1,1,0
208092,1,1,0
208094,1,1,0
208101,1,1,0
208113,1,2,0
208115,2,1,0
208128,4,1,0
209153,4,3,2
208131,1,1,0
208138,2,1,0
208142,4,3,2
208174,17,18,16
319837,8,18,5
208180,1,4,0
208190,1,1,0
208195,1,1,0
208197,1,1,0
208215,1,1,0
208218,1,1,0
208221,3,4,0
208229,1,1,0
208231,1,3,0
208240,5,4,2
381614,4,4,2
208246,2,2,0
208250,3,5,2
208252,1,1,0
208256,1,1,0
208262,1,1,0
208271,1,1,0
208279,12,3,0
208287,1,1,0
208294,2,1,0
208296,1,2,0
208319,1,1,0
208323,1,1,0
208331,1,1,0
208340,4,1,0
208342,2,1,0
208352,3,1,0
208354,4,2,1
208357,1,2,0
208358,1,1,0
208364,1,1,0
208371,1,2,0
208383,1,1,0
208388,1,2,0
208392,2,4,0
208407,1,2,0
208408,1,2,0
208409,6,1,0
208413,2,3,1
208421,2,1,0
208422,15,4,3
208424,1,1,0
208435,2,11,0
208448,10,1,0
208457,2,1,0
208465,2,3,0
300344,2,1,0
208469,1,1,0
208470,2,1,0
208473,1,1,0
208481,1,2,0
208484,1,1,0
208504,1,1,0
208517,1,1,0
208539,5,1,0
372068,5,1,0
208551,1,1,0
208555,1,4,0
208561,4,3,1
208589,1,1,0
208593,1,2,0
208605,1,1,0
208611,1,1,0
208612,2,1,0
208613,1,1,0
208631,1,1,0
208639,1,1,0
208650,7,7,6
229832,7,7,6
208652,1,1,0
208655,3,1,0
208657,4,2,0
208682,3,2,0
230297,3,1,0
208684,1,1,0
208687,4,3,2
208708,1,1,0
208722,19,26,18
208723,1,1,0
208735,1,1,0
208738,1,1,0
208741,2,1,0
208743,1,1,0
208748,1,1,0
208749,1,1,0
208755,1,1,0
208770,1,1,0
208788,1,1,0
208792,4,2,0
208806,3,3,2
208820,1,1,0
208824,1,1,0
208826,1,3,0
208846,1,1,0
208869,2,1,0
208872,1,1,0
208873,1,2,0
208889,1,2,0
208891,4,1,0
208895,1,1,0
208896,1,2,0
208897,3,1,0
208904,2,1,0
208909,2,6,0
348185,2,6,1
208916,1,1,0
208922,1,1,0
208925,1,1,0
208928,1,1,0
208942,1,1,0
208954,1,1,0
208959,1,1,0
208960,3,1,0
208970,1,1,0
208973,1,1,0
208979,1,1,0
208980,1,1,0
208987,1,1,0
208988,2,1,0
208993,1,1,0
208995,18,2,0
384074,18,2,0
395126,18,1,0
208996,1,1,0
209000,1,1,0
209007,1,1,0
209009,1,1,0
209013,1,1,0
209021,3,1,0
209026,3,4,0
209030,2,1,0
209037,1,1,0
209040,1,1,0
209047,2,1,0
209056,1,4,0
209063,1,1,0
209066,2,3,0
219552,7,3,0
209068,1,1,0
209088,1,2,0
209092,1,1,0
209095,1,1,0
209102,1,2,0
225412,1,2,0
209104,1,1,0
209108,1,1,0
209117,2,1,0
209120,1,1,0
209127,5,2,1
278414,2,2,1
209129,1,8,0
209132,3,1,0
209134,1,2,0
209137,2,1,0
209138,1,1,0
209147,1,3,0
209155,2,2,1
209163,1,1,0
209164,1,1,0
209166,1,1,0
209169,1,2,0
209173,3,2,0
209175,1,1,0
209178,1,1,0
209181,1,1,0
209193,1,1,0
209194,5,6,4
209195,3,2,0
401296,1,2,0
209198,4,1,0
209199,1,3,0
209202,1,1,0
209205,2,6,0
209208,3,1,0
209211,5,1,0
209212,2,7,1
209215,1,1,0
209231,1,1,0
209238,4,1,0
209255,2,1,0
209268,1,1,0
209275,7,6,5
209276,2,1,0
209278,1,2,0
209286,1,1,0
209287,1,1,0
209293,1,3,0
209294,1,1,0
209297,5,6,4
337278,10,6,5
209299,1,1,0
209302,3,5,2
209304,1,1,0
209332,1,1,0
209353,2,1,0
209356,2,1,0
209367,1,1,0
209376,1,1,0
209402,1,1,0
209405,2,3,0
209407,1,1,0
209410,2,2,1
209412,1,1,0
209413,1,1,0
209414,2,5,0
213048,14,5,0
209417,1,1,0
209423,1,2,0
209432,1,1,0
209433,2,1,0
209434,1,1,0
209436,1,1,0
209440,2,1,0
209443,3,1,0
224335,3,1,0
209454,2,1,0
209462,2,2,1
209471,1,1,0
209479,1,1,0
209483,1,1,0
209491,1,1,0
209501,1,1,0
209507,2,1,0
209508,3,2,1
209513,2,1,0
209514,2,2,1
209529,1,1,0
209532,1,1,0
209553,1,1,0
209555,4,1,0
209563,1,1,0
209564,2,2,1
209574,1,1,0
209584,1,2,0
209591,1,1,0
209595,1,1,0
209602,1,1,0
209609,4,1,0
209617,4,4,3
255382,4,4,3
209632,3,1,0
209639,3,1,0
209643,1,1,0
209645,1,1,0
209648,3,1,0
209662,5,4,1
209663,1,1,0
209671,1,2,0
209681,1,3,0
209683,4,5,2
209703,5,3,2
311949,5,3,2
209708,3,2,0
209709,2,1,0
209712,1,1,0
209735,1,4,0
209743,2,1,0
209759,1,1,0
209764,1,1,0
209780,2,1,0
209783,1,1,0
209784,1,1,0
209786,1,2,0
209795,1,1,0
209801,2,2,1
209803,1,1,0
209805,1,1,0
209808,1,1,0
209811,2,4,1
241889,8,7,6
313705,8,7,5
209818,3,1,0
209822,1,1,0
209825,1,5,0
209846,1,1,0
209858,3,3,1
209862,1,1,0
209867,1,1,0
209870,1,1,0
209872,1,2,0
209874,1,1,0
209877,1,3,0
209881,1,1,0
209882,2,1,0
209891,1,1,0
209909,1,1,0
209918,1,1,0
209922,1,1,0
209930,2,1,0
321775,2,1,0
209931,1,1,0
209938,1,4,0
369981,1,4,0
209944,1,11,0
209946,1,1,0
209950,1,1,0
209951,1,1,0
209962,1,1,0
209963,1,1,0
209964,1,1,0
209980,2,2,1
338994,2,2,1
209985,3,3,2
209991,2,2,1
209997,1,1,0
210009,4,3,2
230137,4,4,3
291879,3,4,2
210013,1,1,0
210019,1,1,0
210021,1,3,0
210027,1,2,0
210030,1,1,0
210039,1,1,0
210043,4,4,3
210044,1,2,0
210047,2,2,0
210048,1,4,0
210052,1,1,0
210062,2,2,1
210068,1,1,0
210074,2,2,1
210076,1,2,0
210081,1,1,0
210082,1,1,0
210106,1,1,0
210115,1,2,0
210121,1,1,0
210122,1,1,0
210132,3,2,1
210141,4,1,0
359275,4,1,0
210148,3,3,2
210151,1,3,0
210157,1,1,0
210169,2,1,0
210170,1,1,0
210172,2,1,0
210177,1,1,0
210182,1,1,0
210192,1,1,0
210193,3,1,0
210202,1,1,0
210204,3,2,1
223329,12,3,1
329270,2,3,0
210220,2,2,1
210224,1,1,0
210227,1,1,0
210228,2,2,0
210237,4,1,0
210254,1,2,0
210258,1,1,0
210268,2,3,0
210271,2,1,0
210273,1,1,0
210277,3,2,1
210282,1,1,0
210287,1,1,0
210288,1,2,0
210303,3,1,0
210304,1,1,0
210305,1,2,0
210309,2,1,0
210321,1,1,0
210322,1,1,0
210327,1,1,0
210330,7,8,5
315146,8,8,5
210338,1,1,0
210345,2,2,0
210350,1,1,0
210356,1,1,0
210361,2,1,0
210367,8,7,6
210374,1,1,0
210380,1,1,0
210386,4,2,1
210387,3,1,0
210395,4,5,3
210396,2,1,0
210398,1,1,0
210404,1,1,0
210407,1,1,0
210413,5,2,0
210414,1,1,0
210415,5,1,0
210416,2,1,0
210425,1,1,0
210429,1,1,0
210432,2,1,0
210435,1,1,0
210442,3,1,0
210443,4,3,2
210449,2,2,1
300023,8,8,7
327031,8,8,4
210461,1,1,0
210475,1,1,0
210486,1,1,0
210497,1,1,0
210506,3,1,0
210510,1,1,0
210521,2,1,0
210535,1,1,0
210539,2,2,1
210546,1,1,0
210548,1,1,0
210551,1,2,0
210556,1,1,0
210557,2,1,0
210560,1,1,0
210565,1,1,0
210566,3,7,2
210590,1,1,0
210593,1,2,0
210594,1,1,0
210599,1,1,0
210600,1,1,0
210607,6,1,0
277871,6,1,0
362162,6,1,0
210617,1,23,0
244836,1,23,0
361644,10,23,6
210621,3,3,2
210623,1,1,0
210624,2,1,0
210625,1,1,0
210646,1,1,0
210648,1,1,0
210660,5,5,2
210662,1,1,0
210663,1,1,0
210671,1,1,0
210674,2,1,0
287670,2,1,0
210676,1,1,0
210677,1,1,0
210682,1,1,0
210688,1,2,0
210691,3,3,2
210692,1,2,0
210695,1,1,0
210698,1,3,0
210703,19,1,0
210711,8,4,3
210715,1,4,0
210723,3,5,0
282315,3,1,0
210737,1,2,0
210738,3,1,0
210742,2,1,0
210756,1,1,0
210760,2,1,0
210764,1,4,0
210765,1,1,0
210775,2,2,0
210777,1,2,0
210778,3,3,2
210783,1,1,0
210785,1,1,0
210788,17,4,0
224744,17,1,0
393829,17,1,0
210789,1,1,0
210790,1,1,0
210796,2,1,0
210806,1,1,0
210815,1,1,0
210816,3,1,0
210824,1,1,0
210830,1,4,0
210843,1,1,0
382340,29,8,1
363689,2,8,0
210877,1,15,0
210887,9,11,7
347588,3,11,2
210901,1,1,0
270992,6,8,3
210921,3,1,0
210926,1,1,0
210949,1,1,0
210953,1,1,0
210963,1,3,0
210967,1,1,0
210972,3,3,0
210979,1,1,0
210984,1,1,0
210987,2,1,0
210998,1,1,0
211005,3,1,0
211015,1,1,0
211029,1,1,0
211043,1,1,0
211055,4,4,3
211056,6,1,0
211058,1,1,0
211061,1,1,0
211074,1,1,0
211081,1,1,0
211091,1,1,0
211094,1,1,0
211105,1,2,0
211106,1,1,0
211121,3,1,0
211128,2,2,0
211130,1,1,0
211132,9,1,0
211137,2,1,0
211151,3,3,1
364472,2,3,1
211156,1,1,0
211158,2,1,0
211161,2,1,0
211169,2,1,0
211174,1,1,0
211175,2,1,0
211177,1,1,0
211183,1,1,0
211184,1,1,0
211185,1,1,0
211197,3,4,2
211213,1,1,0
211218,1,1,0
211237,2,1,0
211239,1,1,0
211240,1,1,0
211266,1,1,0
211268,4,1,0
357513,4,2,0
211285,1,1,0
211290,4,4,2
211293,1,1,0
211295,1,1,0
211297,1,1,0
211301,3,2,1
211306,1,1,0
211307,1,1,0
211319,4,5,3
211323,2,2,0
211327,2,1,0
211330,3,2,0
366182,3,2,0
211347,1,1,0
211352,1,1,0
211353,1,1,0
211359,1,1,0
211362,1,1,0
211368,1,1,0
211372,3,1,0
211374,2,2,0
211376,1,1,0
211377,1,1,0
211379,2,1,0
211392,1,2,0
390393,3,2,0
211395,1,1,0
211400,2,1,0
211404,1,1,0
211405,1,2,0
211407,1,1,0
211413,2,2,0
211424,3,4,2
211431,1,1,0
211451,2,3,0
211460,1,1,0
211462,2,1,0
211475,1,1,0
237569,2,1,0
211490,1,1,0
211496,1,1,0
211500,4,2,0
387403,4,1,0
211503,1,1,0
211504,1,1,0
211507,1,2,0
211511,5,1,0
401739,5,1,0
211522,1,1,0
211530,1,1,0
211531,3,2,0
328134,3,2,0
211546,5,5,4
219356,5,5,4
211556,2,2,1
211560,1,2,0
211562,5,5,4
218314,5,5,4
239409,5,5,4
259331,5,5,4
275328,5,5,4
211563,2,1,0
211564,2,1,0
211581,1,1,0
211590,3,1,0
211598,2,1,0
211621,1,2,0
211631,5,1,0
211636,1,1,0
211651,1,1,0
211653,1,3,0
211654,1,1,0
211655,1,1,0
211658,1,1,0
211664,1,6,0
211681,1,1,0
211687,6,1,0
211701,1,1,0
211707,1,1,0
211715,1,1,0
211718,18,1,0
211723,1,1,0
211727,1,1,0
211732,1,1,0
211739,1,1,0
211746,1,1,0
211758,1,1,0
211773,2,1,0
211776,3,3,0
345529,3,5,0
211777,5,4,3
276151,5,2,1
308161,26,1,0
211793,1,1,0
211797,1,1,0
211798,2,1,0
211808,1,1,0
211811,2,10,1
211815,3,1,0
211818,2,1,0
211819,19,9,4
253678,19,8,5
211823,1,4,0
211838,3,1,0
293563,3,3,1
211844,4,2,1
211846,2,1,0
211847,1,1,0
211848,1,2,0
211866,1,1,0
211868,2,1,0
211872,2,2,0
211874,3,2,1
211885,1,1,0
211888,1,2,0
211890,5,4,2
278672,5,4,2
211891,1,1,0
211896,1,2,0
211905,2,3,1
211906,1,1,0
211907,3,1,0
211920,3,1,0
270212,3,1,0
211921,2,2,1
211925,1,2,0
211927,1,1,0
211935,1,1,0
211939,1,1,0
211942,2,1,0
211945,1,1,0
211948,1,1,0
211950,5,1,0
211953,1,1,0
211962,1,1,0
211972,1,1,0
211983,2,2,0
211985,1,1,0
211988,1,1,0
211992,1,1,0
211996,1,1,0
212001,1,1,0
212006,1,1,0
212015,5,4,1
212016,1,1,0
212021,1,2,0
212023,2,1,0
212024,2,1,0
212031,1,1,0
212037,3,4,0
212040,4,2,1
212041,1,1,0
212044,2,3,0
212047,1,1,0
212049,1,2,0
212054,2,2,0
212072,1,1,0
212075,3,4,0
212082,1,1,0
212087,3,5,0
212094,1,2,0
316889,2,2,0
212105,1,1,0
212107,1,1,0
212110,3,3,2
213298,3,3,2
212116,1,2,0
212126,1,1,0
212136,1,1,0
212143,2,2,0
212164,4,2,1
264829,4,5,0
212165,1,1,0
212172,1,1,0
212178,1,3,0
212181,3,1,0
212185,1,1,0
212186,7,6,5
212187,2,4,0
212190,1,1,0
212192,1,16,0
347929,3,16,0
212193,2,2,0
212194,2,1,0
212196,1,1,0
212202,1,2,0
212203,1,1,0
212204,1,2,0
212207,1,1,0
212214,1,1,0
212219,1,1,0
212227,1,1,0
212233,2,1,0
212234,1,1,0
212235,1,3,0
382751,1,3,0
212245,1,1,0
212247,2,3,1
231483,2,3,1
212248,3,1,0
212254,2,2,0
333154,2,3,0
212262,8,1,0
378665,8,1,0
212263,1,1,0
212264,2,2,1
212266,1,2,0
212269,4,1,0
212279,1,1,0
212280,1,1,0
212308,1,1,0
212310,1,1,0
212318,1,1,0
212321,1,1,0
212322,2,1,0
212328,1,1,0
212334,1,1,0
212335,3,1,0
271106,3,1,0
212342,2,1,0
212346,1,1,0
212347,1,1,0
212350,2,3,1
212356,2,1,0
212359,1,2,0
212365,1,1,0
212368,1,1,0
212372,1,1,0
212379,7,3,2
265489,7,4,2
394803,7,3,2
305921,6,3,2
212388,1,1,0
212394,1,1,0
212397,2,1,0
212405,1,1,0
212409,1,1,0
212418,1,1,0
212419,1,1,0
212428,1,1,0
212441,1,1,0
212450,1,1,0
212454,1,1,0
212464,1,8,0
212475,3,1,0
212476,2,1,0
212481,1,1,0
212491,2,2,1
212493,2,3,0
212502,2,1,0
235564,2,1,0
212503,2,1,0
212505,1,1,0
212507,1,1,0
212547,1,2,0
212552,4,4,2
212557,3,3,2
212563,1,1,0
212565,8,1,0
212570,3,2,1
212581,1,1,0
212588,3,3,2
212597,1,1,0
212602,1,1,0
212605,1,1,0
212606,6,6,5
212609,1,1,0
212610,2,1,0
212619,1,1,0
212627,1,3,0
212628,1,1,0
212633,1,1,0
212637,5,7,4
378218,5,5,4
386402,7,5,4
212653,8,8,6
212661,1,1,0
212663,1,1,0
212664,2,1,0
212669,2,1,0
212673,1,1,0
212681,1,1,0
212687,1,1,0
212691,2,5,0
212698,1,1,0
212701,1,1,0
212702,1,1,0
212715,1,1,0
212718,2,2,1
212725,1,1,0
212731,1,1,0
212737,1,1,0
212744,1,1,0
212758,2,1,0
356087,2,1,0
212762,1,1,0
212763,4,1,0
295877,4,1,0
212773,1,1,0
212775,2,1,0
212783,3,1,0
212788,1,1,0
212794,1,1,0
212820,2,5,0
212824,6,5,4
212833,2,1,0
212848,3,1,0
212857,3,1,0
212864,3,7,1
212871,1,1,0
212879,2,1,0
212885,1,3,0
212886,1,1,0
212887,1,1,0
212888,1,1,0
212889,1,1,0
212894,1,1,0
212895,1,1,0
212896,3,1,0
212899,1,1,0
212907,3,1,0
212908,2,2,1
212913,1,1,0
212914,1,2,0
212924,1,1,0
212931,1,1,0
224061,22,2,1
212935,3,1,0
310304,3,2,1
212941,4,1,0
212959,2,1,0
212973,1,1,0
212978,1,1,0
212989,1,2,0
212990,3,3,2
212991,1,2,0
212992,1,1,0
213001,2,1,0
213007,1,1,0
213014,1,1,0
213015,1,1,0
213025,1,1,0
213027,1,1,0
213031,1,1,0
213036,1,1,0
213039,2,2,1
213041,1,1,0
213051,1,1,0
213053,1,1,0
213059,1,2,0
213069,3,2,1
213093,1,1,0
213097,1,1,0
213122,1,2,0
213123,2,1,0
213139,1,1,0
213148,1,1,0
213150,3,1,0
213153,1,1,0
213154,1,1,0
213161,1,3,0
213162,1,1,0
213168,2,2,1
213185,27,1,0
213190,1,1,0
213191,2,2,1
213194,3,6,2
237734,3,4,2
213196,1,1,0
213197,2,1,0
213201,1,1,0
293477,4,6,1
213212,2,1,0
213225,1,1,0
213236,1,1,0
213243,1,1,0
213281,1,1,0
213283,2,1,0
213288,1,1,0
213302,1,1,0
213308,1,2,0
213311,1,1,0
213318,1,1,0
213328,8,1,0
213336,1,2,0
321253,3,2,0
213337,2,2,1
403090,2,2,1
213340,1,1,0
213350,1,1,0
213357,2,1,0
213366,3,3,1
269489,4,3,1
213390,6,4,2
354793,5,4,3
213413,2,5,0
373847,2,5,0
213415,1,1,0
213418,1,1,0
213421,2,1,0
213433,6,1,0
213438,1,1,0
213440,1,1,0
213456,1,1,0
213458,1,1,0
213461,2,2,0
213468,1,1,0
213483,18,5,3
213484,1,1,0
213493,3,1,0
213496,1,1,0
213500,1,4,0
213532,1,1,0
213552,1,3,0
213555,2,2,1
213561,2,1,0
213562,3,3,2
335324,3,3,2
398752,3,3,2
213565,3,3,0
213572,3,3,2
377865,3,3,2
213579,1,2,0
213586,1,1,0
213597,1,1,0
213602,1,1,0
213605,4,3,2
213611,5,1,0
213616,1,1,0
213626,6,6,2
213630,1,3,0
213633,2,2,0
213638,1,1,0
213641,1,1,0
213646,1,1,0
213647,1,1,0
213648,1,1,0
213652,1,1,0
213655,2,9,0
249835,1,9,0
213665,5,5,2
228308,11,5,4
213698,6,1,0
213700,1,1,0
213705,2,2,1
213708,1,1,0
213711,1,1,0
213723,3,1,0
213724,3,3,2
213727,1,1,0
213739,2,2,0
213747,1,2,0
213748,2,2,0
213761,1,1,0
213774,1,1,0
213790,1,2,0
213792,2,1,0
213797,1,1,0
213800,1,1,0
213802,1,1,0
213810,2,1,0
213815,1,2,0
213820,3,3,2
213821,1,1,0
213838,2,2,1
213839,2,1,0
213840,1,3,0
213842,2,1,0
213848,1,2,0
213851,1,1,0
213863,1,1,0
213887,1,1,0
213891,2,4,0
213898,2,2,0
213907,1,1,0
213912,3,1,0
370453,3,2,1
213915,1,1,0
213917,3,1,0
213921,1,3,0
213929,1,3,0
213937,1,1,0
213942,2,2,1
273528,3,2,1
213950,1,1,0
213951,1,1,0
213959,1,1,0
213961,6,4,3
288592,6,4,3
345045,6,4,3
213976,1,1,0
213988,3,3,1
214001,1,1,0
214010,2,1,0
214012,2,1,0
388718,2,1,0
214014,3,1,0
214026,1,2,0
214028,1,2,0
214037,1,1,0
214044,7,9,5
231631,7,5,0
230217,8,5,0
214056,1,1,0
362655,6,2,0
214059,1,1,0
214069,1,3,0
214077,1,2,0
319761,3,2,0
214080,1,1,0
214082,3,3,1
215367,3,1,0
214085,2,1,0
214089,4,1,0
214103,1,1,0
214104,2,2,0
214106,1,1,0
214120,1,5,0
214124,1,1,0
214127,1,1,0
214131,5,6,4
214137,1,1,0
214146,1,1,0
214155,1,1,0
214157,2,1,0
214160,1,1,0
214164,7,7,6
214166,3,1,0
214176,1,2,0
214182,1,1,0
214201,2,2,1
214202,2,3,1
214206,1,1,0
214207,2,5,0
214209,6,7,5
214215,2,3,0
332964,2,3,1
392830,2,3,1
214233,2,4,0
214236,2,1,0
214239,6,1,0
214243,1,1,0
214256,2,1,0
214283,4,3,0
214284,2,5,0
214286,1,2,0
214291,1,1,0
214292,1,1,0
214297,1,2,0
214299,1,1,0
214304,2,2,1
214319,9,9,2
250853,1,9,0
214344,2,1,0
214345,1,1,0
214353,1,1,0
214364,1,1,0
214365,1,1,0
214370,2,4,1
214372,4,5,3
214374,2,1,0
214376,3,1,0
214380,1,1,0
214386,1,1,0
214388,1,2,0
214389,1,1,0
214393,2,2,0
214397,1,1,0
214410,1,1,0
214412,1,1,0
214432,2,1,0
214433,6,6,5
214447,1,1,0
214454,3,1,0
214466,3,13,0
240339,7,13,0
271721,1,13,0
214473,2,1,0
214475,2,1,0
214478,3,1,0
214487,2,4,0
214489,1,3,0
214490,1,2,0
364328,1,2,0
214492,1,1,0
214496,1,1,0
214504,2,1,0
214509,1,1,0
214516,1,1,0
214524,1,2,0
214548,1,1,0
214549,1,2,0
214555,2,3,1
314728,3,3,2
214556,1,1,0
214558,2,1,0
214564,1,1,0
214571,1,1,0
214572,2,2,0
214574,1,2,0
214575,4,3,0
280050,2,3,1
214579,1,1,0
214587,3,1,0
214598,1,1,0
214604,8,5,3
273820,7,5,3
214605,4,3,0
214606,1,1,0
214612,2,1,0
214616,11,5,3
214622,1,1,0
214625,4,3,2
368823,4,4,1
302928,1,4,0
214634,1,1,0
214636,1,1,0
214651,1,1,0
214652,1,1,0
214653,2,1,0
214655,3,3,2
214656,1,1,0
214657,1,1,0
214659,1,4,0
214660,2,2,1
214663,1,1,0
214666,1,1,0
214667,1,1,0
214676,1,1,0
214678,1,1,0
214681,1,1,0
214690,3,3,2
214710,2,2,1
214717,1,1,0
214720,4,1,0
214722,3,2,0
214728,1,1,0
214729,11,8,7
214732,1,1,0
214736,1,1,0
214737,1,1,0
214742,1,1,0
214751,2,1,0
214752,1,1,0
214754,1,1,0
214775,4,1,0
238550,19,21,17
308096,33,21,18
214782,4,4,1
214784,2,2,0
214787,2,1,0
214788,1,1,0
214794,2,2,1
393539,3,2,1
214805,1,2,0
214808,1,1,0
214811,1,1,0
214813,4,3,0
214830,3,1,0
214831,2,2,0
214846,2,1,0
214847,1,2,0
214849,1,1,0
214861,2,1,0
214870,2,1,0
214902,3,3,0
214907,1,1,0
214913,2,5,0
214920,1,1,0
214924,1,1,0
214928,1,1,0
214929,1,1,0
214934,1,1,0
214945,1,1,0
214958,1,1,0
214961,1,3,0
214962,5,1,0
324389,5,1,0
214966,2,2,0
214972,1,2,0
214991,1,1,0
214999,7,1,0
215000,3,1,0
215003,2,1,0
215005,1,4,0
215017,1,4,0
215024,1,1,0
215031,1,1,0
215032,2,2,0
215034,1,1,0
215036,1,1,0
215041,2,1,0
215044,3,1,0
215051,2,4,0
215059,2,1,0
215064,1,1,0
215065,1,2,0
215068,2,1,0
215076,2,1,0
215082,1,1,0
215087,1,2,0
215089,1,1,0
215094,1,2,0
215096,1,1,0
215104,1,1,0
215109,5,4,3
287134,5,4,3
215115,2,4,1
298253,2,4,1
215119,2,2,1
215120,1,1,0
215123,2,4,1
215129,1,1,0
215135,5,2,0
215137,3,1,0
215144,1,1,0
215156,1,2,0
215158,1,1,0
215167,1,1,0
215170,1,1,0
215172,3,1,0
215173,1,1,0
215177,1,1,0
215178,2,1,0
215181,1,4,0
295001,2,4,1
215195,1,1,0
215202,3,1,0
215209,2,1,0
215229,1,1,0
215233,1,1,0
215236,5,1,0
215237,1,1,0
215240,2,1,0
215241,6,4,0
215243,3,1,0
215246,1,1,0
215247,1,1,0
215248,1,1,0
215249,1,1,0
215253,1,10,0
215258,1,6,0
215259,1,1,0
215265,1,1,0
215270,2,3,1
215271,2,2,1
215273,2,2,1
215285,5,7,0
215291,1,1,0
215294,1,1,0
215296,1,2,0
215299,1,1,0
215303,3,4,1
215305,4,3,2
378036,4,3,2
215311,1,1,0
215316,1,1,0
215317,2,1,0
215319,2,1,0
215331,1,1,0
215345,2,1,0
215346,1,1,0
215348,1,1,0
215377,1,2,0
215381,1,1,0
215395,5,6,4
388562,5,5,4
357681,5,5,4
215399,1,1,0
215400,1,1,0
215403,1,3,0
215411,1,1,0
215419,1,2,0
215439,3,4,0
280612,1,4,0
215444,1,1,0
215446,1,1,0
215453,4,1,0
215454,1,2,0
365906,1,2,0
215457,2,1,0
215459,2,1,0
215461,1,1,0
215465,1,1,0
215478,1,1,0
215489,1,1,0
215495,1,1,0
215500,1,1,0
215501,1,1,0
215502,1,1,0
215506,2,1,0
215512,1,1,0
215514,2,1,0
215517,2,2,1
215518,4,3,1
215526,1,3,0
215542,1,1,0
215552,2,2,1
215557,1,1,0
215559,1,1,0
215579,1,1,0
215586,4,1,0
215587,1,1,0
215594,2,1,0
215600,2,3,1
253753,2,5,1
215602,3,4,2
215606,2,1,0
215624,2,3,0
375756,2,1,0
215630,1,1,0
215632,5,1,0
215642,4,1,0
215643,1,1,0
215657,1,5,0
215665,1,1,0
215669,8,2,0
235919,8,1,0
215682,1,1,0
215687,2,1,0
215688,3,1,0
215715,1,2,0
215722,1,1,0
215732,1,1,0
215734,1,1,0
215737,4,2,0
268084,1,2,0
215756,3,1,0
215757,3,1,0
215760,2,1,0
215763,1,1,0
215765,1,1,0
215776,10,5,4
215779,1,1,0
215797,1,3,0
255908,1,3,0
215799,3,4,0
395243,3,3,0
215806,2,2,1
215807,5,5,4
215812,11,11,10
215825,2,1,0
215827,1,1,0
215844,6,6,5
390006,6,6,5
215848,1,1,0
215868,4,7,0
284700,4,6,2
215876,1,1,0
215878,2,1,0
215880,3,4,2
215881,2,1,0
215893,3,6,1
215901,1,1,0
215905,1,1,0
215908,1,1,0
215914,1,1,0
215915,2,7,1
215916,1,2,0
215918,1,1,0
215921,1,1,0
215925,1,1,0
215926,2,3,1
215940,1,2,0
215944,1,1,0
215961,4,1,0
